ID,Ticker,DateKey,AccountsPayable,AccountsReceivable,Addlincomeexpenseitems,AfterTaxROE,CapitalExpenditures,CapitalSurplus,CashRatio,CashandCashEquivalents,ChangesinInventories,CommonStocks,CostofRevenue,CurrentRatio,DeferredAssetCharges,DeferredLiabilityCharges,Depreciation,EarningsBeforeInterestandTax,EarningsBeforeTax,EffectofExchangeRate,EquityEarningsLossUnconsolidatedSubsidiary,FixedAssets,Goodwill,GrossMargin,GrossProfit,IncomeTax,IntangibleAssets,InterestExpense,Inventory,Investments,Liabilities,LongTermDebt,LongTermInvestments,MinorityInterest,MiscStocks,NetBorrowings,NetCashFlow,NetCashFlowOperating,NetCashFlowsFinancing,NetCashFlowsInvesting,NetIncome,NetIncomeAdjustments,NetIncomeApplicabletoCommonShareholders,NetIncomeContOperations,NetReceivables,NonRecurringItems,OperatingIncome,OperatingMargin,OtherAssets,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquity,OtherFinancingActivities,OtherInvestingActivities,OtherLiabilities,OtherOperatingActivities,OtherOperatingItems,PreTaxMargin,PreTaxROE,ProfitMargin,QuickRatio,ResearchandDevelopment,RetainedEarnings,SaleandPurchaseofStock,SalesGeneralandAdmin.,ShortTermDebtCurrentPortionofLongTermDebt,ShortTermInvestments,TotalAssets,TotalCurrentAssets,TotalCurrentLiabilities,TotalEquity,TotalLiabilities,TotalLiabilitiesEquity,TotalRevenue,TreasuryStock,ForYear,EarningsPerShare,EstimatedSharesOutstanding,Fund_ID,Broker_ID
275,CCI,31-12-2013,392687000.0,-64026000,-40073000,1,-534809000,9482769000.0,54.0,406920000.0,0,3341000.0,991017000.0,118.0,19008000,56513000,840587000,840631000,251001000,2210000,0,8947677000.0,4916426000.0,65,1874734000.0,191000000,4057865000.0,589630000,0,0.0,284342000,11490914000.0,1078995000.0,14458000,0,261120000,-217970000,1171059000.0,4063133000.0,-5459285000.0,90111000,266995000,78748000,60001000,276639000,39169000,880704000,31,682254000.0,209124000,260114000.0,-23612000,0,-4924476000,1349919000.0,-211927000,741342000,9,4,3,118.0,0,-2535879000.0,3832014000,213519000,103586000.0,0.0,20594908000.0,892683000.0,756387000,6926717000.0,13668191000.0,20594908000.0,2865751000.0,0.0,2013.0,0.26,346580769.2,89,39
276,CCI,31-12-2014,411421000.0,-77116000,-32321000,6,-758535000,9512396000.0,32.0,298723000.0,0,3339000.0,1306606000.0,138.0,0,0,1066635000,908361000,335070000,-8012000,0,8982783000.0,5196485000.0,63,2232150000.0,-11244000,3681551000.0,573291000,0,0.0,411005000,11807526000.0,1202058000.0,21003000,0,243435000,-47774000,1600197000.0,-462987000.0,-1216709000.0,390513000,62834000,346525000,346314000,313308000,48391000,940682000,27,797403000.0,670965000,407375000.0,15820000,0,-458174000,1666391000.0,-169738000,985781000,9,5,11,138.0,0,-2815428000.0,-21872000,257296000,113335000.0,0.0,21143276000.0,1282996000.0,932131000,6716225000.0,14427051000.0,21143276000.0,3538756000.0,0.0,2014.0,1.04,375493269.2,25,25
277,CCI,31-12-2015,426527000.0,12668000,54777000,21,-908892000,9548580000.0,36.0,309541000.0,0,3338000.0,1321426000.0,115.0,0,0,1073304000,1000957000,473829000,-1902000,0,9580057000.0,5513551000.0,64,2342425000.0,-51457000,3779915000.0,527128000,0,54475000.0,320625000,12143019000.0,1306408000.0,0,0,274255000,3190000,1794025000.0,-935476000.0,-1959734000.0,1520992000,-25610000,1477004000,525286000,313296000,49146000,946180000,26,875069000.0,358408000,322623000.0,-4398000,0,-1105317000,1948636000.0,994029000,1036178000,13,7,42,115.0,0,-2458397000.0,-29657000,310921000,106219000.0,0.0,22036245000.0,981245000.0,855369000,7089221000.0,14947024000.0,22036245000.0,3663851000.0,0.0,2015.0,4.44,342565765.8,97,47
280,CCL,30-11-2015,2310000000.0,4000000,-558000000,7,-2294000000,8562000000.0,20.0,1395000000.0,5000000,365000000.0,9447000000.0,35.0,0,0,1626000000,2016000000,1799000000,-61000000,0,31818000000.0,3010000000.0,40,6267000000.0,42000000,1308000000.0,217000000,330000000,-219000000.0,359000000,7413000000.0,0.0,0,0,170000000,1064000000,4545000000.0,-942000000.0,-2478000000.0,1757000000,663000000,1757000000,1757000000,303000000,0,2574000000,16,650000000.0,423000000,3272000000.0,-1741000000,-27000000,35000000,1097000000.0,131000000,1626000000,11,8,11,30.0,0,20060000000.0,-269000000,2067000000,1374000000.0,0.0,39237000000.0,2451000000.0,6956000000,23771000000.0,15466000000.0,39237000000.0,15714000000.0,-3475000000.0,2015.0,2.26,777433628.3,2,2
281,CCL,30-11-2016,2453000000.0,-22000000,-20000000,12,-3062000000,8632000000.0,9.0,603000000.0,1000000,365000000.0,9383000000.0,24.0,0,0,1738000000,3051000000,2828000000,-12000000,0,32429000000.0,2910000000.0,43,7006000000.0,49000000,1275000000.0,223000000,322000000,-291000000.0,454000000,8357000000.0,0.0,0,0,711000000,-792000000,5134000000.0,-2591000000.0,-3323000000.0,2779000000,173000000,2779000000,2779000000,298000000,0,3071000000,19,633000000.0,466000000,3522000000.0,-2454000000,-25000000,30000000,910000000.0,11000000,1738000000,17,13,17,19.0,0,21843000000.0,-2300000000,2197000000,1097000000.0,0.0,38936000000.0,1689000000.0,7072000000,22597000000.0,16339000000.0,38936000000.0,16389000000.0,-5789000000.0,,,,10,10
282,CELG,31-12-2013,1173300000.0,-101400000,-51900000,26,-119700000,8676400000.0,292.0,3234400000.0,-89700000,9100000.0,340400000.0,388.0,0,828600000,374100000,1757000000,1665400000,400000,0,593400000.0,2041200000.0,95,6153500000.0,215500000,2839700000.0,91600000,340400000,-388400000.0,286300000,4196500000.0,0.0,0,0,1713700000,1144000000,2225900000.0,-553700000.0,-528600000.0,1449900000,397600000,1449900000,1449900000,1086700000,171100000,1808900000,28,353400000.0,436400000,227400000.0,94000000,-225000000,-20500000,817700000.0,-90900000,262800000,26,30,22,371.0,2226200000,4472500000.0,-2211800000,1684500000,544800000.0,2452600000.0,13378200000.0,7550500000.0,1945500000,5589900000.0,7788300000.0,13378200000.0,6493900000.0,-7662100000.0,2013.0,3.5,414257142.9,98,48
283,CELG,31-12-2014,1202000000.0,-166300000,-15500000,31,-150300000,9827200000.0,357.0,4121600000.0,-56500000,9200000.0,385900000.0,460.0,0,27800000,369400000,2503500000,2327400000,-63700000,0,642600000.0,2191200000.0,95,7284500000.0,327500000,4067600000.0,176100000,393100000,-552900000.0,267300000,6265700000.0,0.0,0,0,2025300000,887200000,2806300000.0,-417400000.0,-1438000000.0,1999900000,339900000,1999900000,1999900000,1166700000,48700000,2519000000,33,726100000.0,606100000,304300000.0,914800000,-25700000,-734800000,2409600000.0,52600000,258300000,30,36,26,441.0,2430600000,6472400000.0,-2667600000,2027900000,605900000.0,3425100000.0,17340100000.0,9712600000.0,2112200000,6524800000.0,10815300000.0,17340100000.0,7670400000.0,-10698800000.0,2014.0,2.49,803172690.8,26,26
284,CELG,31-12-2015,1908300000.0,-304700000,79500000,27,-286300000,11119300000.0,333.0,4880300000.0,-50600000,9400000.0,420100000.0,477.0,0,30000000,402000000,2334100000,2023500000,-50700000,0,814100000.0,4879000000.0,95,8835900000.0,421500000,10858100000.0,310600000,443400000,1729800000.0,625300000,14161400000.0,0.0,0,0,7297700000,758700000,2483900000.0,4584500000.0,-6259000000.0,1602000000,536100000,1602000000,1602000000,1420900000,299600000,2254600000,24,1012300000.0,984700000,60600000.0,767700000,0,-7702500000,4885100000.0,-326200000,279000000,22,34,17,455.0,3697300000,8074400000.0,-3013700000,2305400000,0.0,1671600000.0,26964400000.0,9400900000.0,1968900000,5919000000.0,21045400000.0,26964400000.0,9256000000.0,-14051800000.0,2015.0,2.02,793069306.9,35,35
290,CF,31-12-2012,939600000.0,53200000,5400000,32,-523500000,2492400000.0,239.0,2274900000.0,34800000,600000.0,2990700000.0,295.0,0,938800000,419800000,2964800000,2829500000,2600000,105100000,3900500000.0,2064500000.0,51,3113300000.0,964200000,0.0,135300000,277900000,48400000.0,207500000,1600000000.0,935600000.0,380000000,0,-13000000,1067900000,2375600000.0,-796800000.0,-513500000.0,1895700000,-250800000,1848700000,1895700000,226900000,0,2959400000,48,458700000.0,27900000,5600000.0,-49600000,0,-38400000,395700000.0,-12300000,0,46,48,31,266.0,0,3461100000.0,-485400000,200900000,5000000.0,0.0,10166900000.0,2807600000.0,950200000,5902200000.0,4264700000.0,10166900000.0,6104000000.0,-2300000.0,2012.0,28.94,65504492.05,94,44
291,CF,31-12-2013,758000000.0,400000,-49800000,30,-823800000,1594300000.0,225.0,1864800000.0,-80300000,600000.0,2954500000.0,318.0,0,833200000,410600000,2361900000,2209700000,-31300000,51300000,4780700000.0,2095800000.0,46,2520200000.0,686500000,0.0,152200000,274300000,13500000.0,-364000000,3098100000.0,926000000.0,362300000,0,1498000000,-564100000,1466800000.0,-980300000.0,-1019300000.0,1506300000,-100200000,1464600000,1506300000,290900000,0,2411700000,44,245500000.0,200100000,70300000.0,-42600000,43000000,-209000000,480100000.0,67500000,0,40,44,28,284.0,0,3725600000.0,-2317500000,150200000,0.0,0.0,10678100000.0,2630100000.0,828300000,5076100000.0,5602000000.0,10678100000.0,5474700000.0,-201800000.0,2013.0,24.87,60566948.13,10,10
292,CF,31-12-2014,931300000.0,36100000,749100000,52,-1808500000,1413900000.0,213.0,2082700000.0,63800000,2500000.0,2964700000.0,258.0,0,734600000,392500000,3115600000,2937400000,-4200000,65600000,5525800000.0,2092800000.0,37,1778500000.0,773000000,0.0,178200000,202900000,5000000.0,94800000,4592500000.0,861500000.0,362800000,0,1494200000,285800000,1408600000.0,-775100000.0,-343500000.0,2183500000,-612300000,1390300000,2183500000,191500000,0,2366500000,50,243600000.0,53400000,48400000.0,-159800000,-43000000,1460000000,374900000.0,-3100000,0,62,70,46,238.0,0,3175300000.0,-1917300000,205200000,0.0,0.0,11254200000.0,2530500000.0,979700000,4209700000.0,7044500000.0,11254200000.0,4743200000.0,-222200000.0,2014.0,27.16,80393961.71,91,41
293,CF,31-12-2015,1084700000.0,-4800000,-2300000,16,-2469300000,1377400000.0,25.0,308800000.0,-71000000,2400000.0,2761200000.0,93.0,0,916200000,479600000,1190800000,1057600000,-18300000,37300000,8539000000.0,2390100000.0,36,1547100000.0,395800000,0.0,133200000,321200000,12800000.0,-270000000,5592700000.0,297800000.0,352000000,0,1000000000,-1710600000,1203700000.0,79900000.0,-2975900000.0,664900000,284400000,699900000,664900000,267200000,0,1193100000,28,384900000.0,229900000,130500000.0,-249800000,0,-519400000,627600000.0,51400000,0,25,26,15,66.0,0,3057900000.0,-547900000,319000000,0.0,0.0,12738900000.0,1127100000.0,1215200000,4035200000.0,8703700000.0,12738900000.0,4308300000.0,-152700000.0,2015.0,2.97,223872053.9,56,6
297,CFG,31-12-2015,0.0,0,0,4,-121000000,18725000000.0,,27516000000.0,0,6000000.0,237000000.0,,0,730000000,488000000,1478000000,1263000000,0,0,595000000.0,6876000000.0,0,0.0,423000000,0.0,215000000,0,-5584000000.0,-161000000,485000000.0,123000000000.0,0,0,-1873000000,-191000000,1229000000.0,4485000000.0,-5905000000.0,840000000,529000000,833000000,840000000,0,0,0,0,4405000000.0,0,103000000000.0,-387000000,6832000000,-200000000,1490000000.0,-467000000,448000000,24,6,16,,0,1913000000.0,-253000000,3113000000,3432000000.0,0.0,138000000000.0,0.0,0,19646000000.0,119000000000.0,138000000000.0,5276000000.0,-858000000.0,2015.0,1.55,541935483.9,98,48
298,CHD,31-12-2012,471800000.0,-9000000,2500000,17,-74500000,318800000.0,47.0,343000000.0,-1100000,146400000.0,1630500000.0,129.0,0,611100000,85000000,556500000,542500000,4100000,8900000,586000000.0,1213800000.0,44,1291400000.0,192700000,1254900000.0,14000000,242200000,0.0,89400000,649400000.0,23000000.0,200000,0,650900000,91600000,523600000.0,305200000.0,-741300000.0,349800000,28000000,349800000,358700000,320700000,0,545100000,19,86600000.0,27900000,0.0,2500000,0,-666800000,50900000.0,-18500000,0,19,26,12,95.0,0,1929300000.0,-222400000,746300000,253800000.0,0.0,4098100000.0,933800000.0,725600000,2060900000.0,2037200000.0,4098100000.0,2921900000.0,-336100000.0,2012.0,2.5,139920000.0,63,13
299,CHD,31-12-2013,497400000.0,-31200000,500000,17,-67100000,352900000.0,76.0,496900000.0,-7300000,146400000.0,1756300000.0,171.0,0,633500000,90500000,625500000,597800000,-8800000,2800000,594100000.0,1222200000.0,45,1438000000.0,203400000,1204300000.0,27700000,250500000,0.0,44100000,649500000.0,24500000.0,100000,0,-99400000,153900000,499600000.0,-259800000.0,-77100000.0,394400000,43900000,394400000,397200000,346800000,0,622200000,19,98800000.0,21600000,0.0,200000,9800000,-10000000,25500000.0,-34800000,0,19,26,12,133.0,0,2168500000.0,-28100000,815800000,153800000.0,0.0,4259700000.0,1115800000.0,651200000,2299900000.0,1959800000.0,4259700000.0,3194300000.0,-368100000.0,2013.0,2.85,138385964.9,94,44
300,CHD,31-12-2014,508700000.0,-1800000,-500000,20,-70500000,364800000.0,47.0,423000000.0,1800000,146400000.0,1844700000.0,112.0,0,633700000,91200000,652300000,624900000,-19200000,11600000,616200000.0,1325000000.0,44,1452900000.0,211000000,1272400000.0,27400000,245900000,0.0,19900000,690000000.0,24800000.0,0,0,293100000,-73900000,540300000.0,-306600000.0,-288400000.0,413900000,40200000,413900000,425500000,322900000,0,641200000,19,102700000.0,26300000,0.0,-34700000,-400000,-217900000,28300000.0,-24900000,0,19,30,13,85.0,0,2414900000.0,-446100000,811700000,396600000.0,0.0,4359200000.0,1018100000.0,905300000,2101900000.0,2257300000.0,4359200000.0,3297600000.0,-789500000.0,2014.0,3.06,135261437.9,97,47
301,CHD,31-12-2015,515500000.0,33500000,-2500000,20,-61800000,376400000.0,38.0,330000000.0,-38500000,146400000.0,1883000000.0,104.0,0,643100000,101000000,665900000,635400000,-22900000,-5800000,609600000.0,1354900000.0,45,1511800000.0,225000000,1269500000.0,30500000,274000000,0.0,51500000,692800000.0,8400000.0,0,0,-38300000,-93000000,606100000.0,-535000000.0,-141200000.0,410400000,73800000,410400000,404600000,276200000,0,674200000,20,108500000.0,25800000,0.0,-45900000,-1200000,-79400000,25100000.0,-25600000,0,19,31,12,72.0,0,2650000000.0,-334600000,837600000,357200000.0,0.0,4256900000.0,906000000.0,872700000,2023200000.0,2233700000.0,4256900000.0,3394800000.0,-1103700000.0,2015.0,3.13,131118210.9,81,31
302,CHK,31-12-2012,1936000000.0,-68000000,1064000000,5,-14742000000,12293000000.0,6.0,398000000.0,0,7000000.0,7081000000.0,47.0,0,3741000000,2811000000,-897000000,-974000000,0,0,37167000000.0,0.0,43,5235000000.0,-380000000,0.0,77000000,0,1605000000.0,-1015000000,12157000000.0,730000000.0,2327000000,0,1616000000,-64000000,2837000000.0,2083000000.0,-4984000000.0,-769000000,1703000000,-940000000,-769000000,2335000000,3662000000,-1694000000,14,766000000.0,215000000,3762000000.0,-182000000,6000000,8153000000,1551000000.0,0,2811000000,8,6,6,47.0,0,437000000.0,1077000000,723000000,568000000.0,0.0,41611000000.0,2948000000.0,6266000000,15569000000.0,23715000000.0,39284000000.0,12316000000.0,-48000000.0,2012.0,-1.46,526712328.8,8,8
303,CHK,31-12-2013,1796000000.0,5000000,-98000000,5,-7608000000,12446000000.0,17.0,912000000.0,0,7000000.0,12930000000.0,66.0,0,3852000000,2903000000,1669000000,1442000000,0,0,37134000000.0,0.0,32,6150000000.0,548000000,0.0,227000000,0,71000000.0,-391000000,12886000000.0,481000000.0,2145000000,0,-26000000,550000000,4614000000.0,-1097000000.0,-2967000000.0,724000000,1203000000,474000000,724000000,2445000000,794000000,2069000000,11,511000000.0,299000000,3511000000.0,-162000000,-246000000,4570000000,1389000000.0,0,2903000000,8,9,4,66.0,0,688000000.0,-206000000,686000000,208000000.0,0.0,41782000000.0,3656000000.0,5515000000,15995000000.0,23642000000.0,39637000000.0,19080000000.0,-46000000.0,2013.0,0.73,991780821.9,72,22
304,CHK,31-12-2014,2199000000.0,-21000000,11000000,11,-6618000000,12531000000.0,73.0,4146000000.0,0,7000000.0,16049000000.0,132.0,0,4610000000,2915000000,3289000000,3200000000,0,0,32515000000.0,0.0,31,7076000000.0,1144000000,0.0,89000000,0,222000000.0,-491000000,11154000000.0,271000000.0,1302000000,0,57000000,3271000000,4634000000.0,-1817000000.0,454000000.0,1917000000,175000000,1273000000,1917000000,2236000000,329000000,3477000000,15,497000000.0,1086000000,3061000000.0,-143000000,-42000000,6850000000,1126000000.0,0,2915000000,14,19,8,132.0,0,1483000000.0,-1254000000,554000000,396000000.0,0.0,40751000000.0,7468000000.0,5656000000,16903000000.0,22546000000.0,39449000000.0,23125000000.0,-37000000.0,2014.0,1.93,993264248.7,23,23
305,CHK,31-12-2015,1045000000.0,1186000000,134000000,687,-3771000000,12403000000.0,22.0,825000000.0,0,7000000.0,10295000000.0,67.0,0,60000000,2229000000,-18781000000,-19098000000,0,0,14298000000.0,0.0,19,2469000000.0,-4463000000,0.0,317000000,0,-10000000.0,-2220000000,10354000000.0,382000000.0,259000000,0,-508000000,-3283000000,1234000000.0,-1066000000.0,-3451000000.0,-14685000000,14674000000,-14856000000,-14685000000,1129000000,18821000000,-18919000000,148,197000000.0,526000000,2219000000.0,-99000000,-41000000,330000000,861000000.0,0,2229000000,150,893,115,67.0,0,-13202000000.0,-143000000,334000000,421000000.0,0.0,17357000000.0,2480000000.0,3685000000,2138000000.0,14960000000.0,17098000000.0,12764000000.0,-33000000.0,2015.0,-22.43,654703522.1,97,47
306,CHRW,31-12-2012,910555000.0,-88107000,0,39,-36096000,303479000.0,17.0,210019000.0,0,16133000.0,9641542000.0,136.0,0,45113000,38090000,958462000,958462000,-588000,0,149851000.0,822215000.0,15,1717571000.0,364658000,137411000.0,0,0,0.0,133727000,0.0,0.0,0,0,248363000,-163650000,460342000.0,-264338000.0,-359066000.0,593804000,-222432000,593804000,593804000,1423916000,0,675320000,6,22458000.0,38355000,68016000.0,-9345000,-23443000,-322970000,22523000.0,5260000,0,8,64,5,136.0,0,2218229000.0,-226199000,1042251000,253646000.0,0.0,2804225000.0,1672290000.0,1232217000,1504372000.0,1299853000.0,2804225000.0,11359113000.0,-1024124000.0,2012.0,3.68,161359782.6,56,6
307,CHRW,31-12-2013,825864000.0,-87316000,0,44,-40354000,217894000.0,13.0,162047000.0,0,15020000.0,10915981000.0,131.0,0,70618000,56882000,682650000,673361000,-1986000,0,160703000.0,829073000.0,14,1836095000.0,257457000,117467000.0,9289000,0,0.0,-82665000,500000000.0,0.0,0,0,621354000,-47972000,347777000.0,-364904000.0,-28859000.0,415904000,50226000,415904000,415904000,1457867000,0,682650000,5,31090000.0,44571000,69117000.0,-10620000,-51071000,11495000,22495000.0,-5254000,0,5,72,3,131.0,0,2413833000.0,-742139000,1153445000,375000000.0,0.0,2802818000.0,1664485000.0,1269981000,939724000.0,1863094000.0,2802818000.0,12752076000.0,-1696403000.0,2013.0,2.65,156944905.7,85,35
308,CHRW,31-12-2014,892259000.0,-137102000,0,43,-22364000,321968000.0,31.0,488328000.0,0,14646000.0,11462415000.0,134.0,0,66961000,57009000,748418000,723431000,-14000000,0,152471000.0,825038000.0,15,2007652000.0,273720000,98330000.0,24987000,0,0.0,78436000,500000000.0,0.0,0,0,230000000,-33107000,513426000.0,-143637000.0,-388896000.0,449711000,58698000,449711000,449711000,1579337000,0,748418000,6,33040000.0,37794000,78601000.0,-28610000,-12604000,-366532000,24502000.0,6674000,0,5,69,3,134.0,0,2648539000.0,-152099000,1259234000,605000000.0,0.0,3214338000.0,2105459000.0,1575860000,1047015000.0,2167323000.0,3214338000.0,13470067000.0,-1909528000.0,2014.0,3.06,146964379.1,73,23
309,CHRW,31-12-2015,912299000.0,107560000,0,44,-28115000,379444000.0,12.0,168229000.0,0,14345000.0,11207604000.0,119.0,0,65460000,66409000,858310000,822781000,-16860000,0,190874000.0,1108337000.0,17,2268480000.0,313082000,120242000.0,35529000,0,0.0,-25358000,500000000.0,0.0,0,0,-155000000,39289000,718336000.0,-607741000.0,-54446000.0,509699000,59513000,509699000,509699000,1522408000,0,858310000,6,34207000.0,40061000,86298000.0,-37946000,-11368000,-26331000,19851000.0,513000,0,6,72,4,119.0,0,2922620000.0,-214306000,1410170000,450000000.0,0.0,3184358000.0,1730698000.0,1448597000,1150450000.0,2033908000.0,3184358000.0,13476084000.0,-2128013000.0,2015.0,3.52,144800852.3,31,31
310,CHTR,31-12-2013,1467000000.0,10000000,-112000000,112,-1825000000,1760000000.0,1.0,21000000.0,0,0.0,5345000000.0,22.0,0,1431000000,1854000000,797000000,-49000000,0,0,7981000000.0,1177000000.0,34,2810000000.0,120000000,7398000000.0,846000000,0,-676000000.0,114000000,14181000000.0,0.0,0,0,262000000,14000000,2158000000.0,299000000.0,-2443000000.0,-169000000,349000000,-169000000,-292000000,234000000,0,909000000,11,417000000.0,67000000,0.0,-41000000,-2000000,58000000,65000000.0,0,1854000000,1,32,2,22.0,0,-1568000000.0,89000000,47000000,0.0,0.0,17295000000.0,322000000.0,1467000000,151000000.0,17144000000.0,17295000000.0,8155000000.0,0.0,2013.0,-1.65,102424242.4,22,22
311,CHTR,31-12-2014,1635000000.0,-51000000,-7000000,125,-2221000000,1930000000.0,0.0,3000000.0,0,0.0,5973000000.0,21.0,0,1648000000,2102000000,964000000,53000000,0,0,8373000000.0,1168000000.0,34,3135000000.0,236000000,7111000000.0,911000000,0,0.0,158000000,20887000000.0,0.0,0,0,6826000000,-18000000,2359000000.0,6927000000.0,-9304000000.0,-183000000,342000000,-183000000,-183000000,285000000,0,971000000,11,7391000000.0,57000000,0.0,-22000000,3000000,-7083000000,72000000.0,-9000000,2102000000,1,36,2,21.0,0,-1762000000.0,104000000,62000000,0.0,0.0,24388000000.0,345000000.0,1635000000,146000000.0,24242000000.0,24388000000.0,9108000000.0,0.0,2014.0,-1.7,107647058.8,32,32
312,CHTR,31-12-2015,1972000000.0,5000000,-139000000,589,-1840000000,2028000000.0,0.0,5000000.0,0,0.0,6426000000.0,17.0,0,1590000000,2125000000,975000000,-331000000,0,0,8345000000.0,1168000000.0,34,3328000000.0,-60000000,6862000000.0,1306000000,0,0.0,319000000,35723000000.0,0.0,0,0,14719000000,2000000,2359000000.0,14675000000.0,-17032000000.0,-271000000,184000000,-271000000,-399000000,279000000,0,1114000000,11,22596000000.0,61000000,0.0,-13000000,0,-15192000000,77000000.0,-3000000,2125000000,3,720,3,17.0,0,-2061000000.0,-8000000,89000000,0.0,0.0,39316000000.0,345000000.0,1972000000,-46000000.0,39362000000.0,39316000000.0,9754000000.0,0.0,2015.0,-2.43,111522633.7,91,41
314,CI,31-12-2012,6667000000.0,-9000000,0,17,-408000000,3295000000.0,,2978000000.0,0,92000000.0,17900000000.0,,1572000000,0,560000000,2477000000,2477000000,23000000,0,1120000000.0,6001000000.0,39,11219000000.0,853000000,0.0,0,0,132000000.0,142000000,5187000000.0,23764000000.0,0,114000000,-228000000,-1712000000,2350000000.0,-228000000.0,-3857000000.0,1623000000,90000000,1623000000,1624000000,8033000000,0,2477000000,9,10112000000.0,0,0.0,-671000000,98000000,-3581000000,31997000000.0,-57000000,8742000000,9,25,6,,0,12330000000.0,-87000000,0,201000000.0,154000000.0,53734000000.0,0.0,0,9769000000.0,43965000000.0,53734000000.0,29119000000.0,-5277000000.0,2012.0,5.7,284736842.1,57,7
315,CI,31-12-2013,5456000000.0,259000000,0,14,-527000000,3356000000.0,,2795000000.0,0,92000000.0,20865000000.0,,1487000000,0,597000000,2176000000,2176000000,13000000,0,1464000000.0,6029000000.0,36,11515000000.0,698000000,0.0,0,0,660000000.0,501000000,5247000000.0,21734000000.0,14000000,96000000,-116000000,-183000000,719000000.0,-930000000.0,15000000.0,1476000000,-16000000,1476000000,1478000000,9290000000,0,2176000000,7,10906000000.0,0,0.0,-520000000,39000000,-118000000,32956000000.0,-2100000000,9339000000,7,21,5,,0,13676000000.0,-853000000,0,233000000.0,631000000.0,54336000000.0,0.0,0,10567000000.0,43769000000.0,54336000000.0,32380000000.0,-6037000000.0,2013.0,5.28,279545454.5,66,16
316,CI,31-12-2014,6264000000.0,-758000000,0,20,-473000000,2769000000.0,,1420000000.0,0,74000000.0,21334000000.0,,1795000000,0,588000000,3304000000,3304000000,-32000000,0,1502000000.0,5989000000.0,39,13580000000.0,1210000000,0.0,0,0,-1258000000.0,770000000,5126000000.0,24179000000.0,15000000,90000000,-112000000,-1375000000,1994000000.0,-1582000000.0,-1755000000.0,2102000000,-176000000,2102000000,2094000000,9837000000,0,3304000000,9,10985000000.0,0,0.0,-936000000,32000000,-24000000,33601000000.0,-524000000,10276000000,9,31,6,,0,10289000000.0,-1502000000,0,147000000.0,163000000.0,55870000000.0,0.0,0,10774000000.0,45096000000.0,55870000000.0,34914000000.0,-1422000000.0,2014.0,7.97,263739021.3,61,11
317,CI,31-12-2015,6493000000.0,-890000000,0,17,-510000000,2859000000.0,,1968000000.0,0,74000000.0,23290000000.0,,2038000000,0,585000000,3327000000,3327000000,-40000000,0,1534000000.0,6019000000.0,39,14586000000.0,1250000000,0.0,0,0,-990000000.0,1055000000,5169000000.0,24332000000.0,9000000,69000000,-65000000,548000000,2717000000.0,-530000000.0,-1599000000.0,2094000000,-36000000,2094000000,2077000000,10507000000,0,3327000000,9,10309000000.0,0,0.0,-1250000000,52000000,-99000000,33313000000.0,-74000000,11259000000,9,28,6,,0,12121000000.0,-517000000,0,149000000.0,381000000.0,57088000000.0,0.0,0,12035000000.0,45053000000.0,57088000000.0,37876000000.0,-1769000000.0,2015.0,8.17,256303549.6,19,19
318,CINF,31-12-2012,0.0,-118000000,0,8,-6000000,1134000000.0,,487000000.0,0,394000000.0,3477000000.0,,470000000,453000000,44000000,620000000,566000000,0,0,217000000.0,0.0,15,634000000.0,145000000,0.0,54000000,0,-303000000.0,388000000,931000000.0,12534000000.0,0,0,0,49000000,638000000.0,-285000000.0,-304000000.0,421000000,44000000,421000000,421000000,2045000000,0,566000000,14,795000000.0,0,0.0,1129000000,-39000000,5000000,9711000000.0,-141000000,14000000,14,10,10,,0,4021000000.0,10000000,0,0.0,0.0,16548000000.0,0.0,0,5453000000.0,11095000000.0,16548000000.0,4111000000.0,-1225000000.0,2012.0,2.59,162548262.5,2,2
319,CINF,31-12-2013,0.0,-70000000,0,9,-7000000,1191000000.0,,433000000.0,0,397000000.0,3748000000.0,,565000000,673000000,50000000,768000000,714000000,0,0,210000000.0,0.0,17,783000000.0,197000000,0.0,54000000,0,-507000000.0,296000000,939000000.0,13564000000.0,0,0,0,-54000000,796000000.0,-341000000.0,-509000000.0,517000000,-2000000,517000000,517000000,2125000000,0,714000000,16,765000000.0,0,0.0,1504000000,-51000000,5000000,9980000000.0,5000000,15000000,16,12,11,,0,4268000000.0,-27000000,0,0.0,0.0,17662000000.0,0.0,0,6070000000.0,11592000000.0,17662000000.0,4531000000.0,-1290000000.0,2013.0,3.16,163607594.9,40,40
320,CINF,31-12-2014,0.0,-62000000,0,8,-9000000,1214000000.0,,591000000.0,0,397000000.0,4157000000.0,,578000000,840000000,51000000,774000000,721000000,0,0,194000000.0,0.0,16,788000000.0,196000000,0.0,53000000,0,-311000000.0,216000000,871000000.0,14386000000.0,0,0,-55000000,158000000,873000000.0,-404000000.0,-311000000.0,525000000,-30000000,525000000,525000000,2177000000,0,721000000,15,822000000.0,0,0.0,1744000000,-72000000,9000000,10464000000.0,173000000,14000000,15,11,11,,0,4505000000.0,1000000,0,0.0,0.0,18748000000.0,0.0,0,6573000000.0,12175000000.0,18748000000.0,4945000000.0,-1287000000.0,2014.0,3.21,163551401.9,69,19
